insert into ordenes values('CA-2016-152156', '42682', '42685', 'Second Class', 'CG-12520', '42420', 'South'),
('CA-2014-164973', '41947', '41952', 'Standard Class', 'NM-18445', '10024', 'East'),
('CA-2014-164973', '41947', '41952', 'Standard Class', 'NM-18445', '10024', 'East'),
('CA-2014-156601', '41901', '41906', 'Standard Class', 'FA-14230', '90805', 'West'),
('CA-2016-162138', '42483', '42487', 'Standard Class', 'GK-14620', '92345', 'West'),
('CA-2016-162138', '42483', '42487', 'Standard Class', 'GK-14620', '92345', 'West'),
('CA-2017-153339', '43042', '43044', 'Second Class', 'DJ-13510', '37130', 'South'),
('US-2016-141544', '42612', '42614', 'First Class', 'PO-18850', '19143', 'East'),
('US-2016-141544', '42612', '42614', 'First Class', 'PO-18850', '19143', 'East'),
('US-2016-141544', '42612', '42614', 'First Class', 'PO-18850', '19143', 'East'),
('US-2016-141544', '42612', '42614', 'First Class', 'PO-18850', '19143', 'East'),
('US-2016-141544', '42612', '42614', 'First Class', 'PO-18850', '19143', 'East'),
('US-2016-150147', '42485', '42489', 'Second Class', 'JL-15850', '19134', 'East'),
('US-2016-150147', '42485', '42489', 'Second Class', 'JL-15850', '19134', 'East'),
('US-2016-150147', '42485', '42489', 'Second Class', 'JL-15850', '19134', 'East'),
('CA-2015-137946', '42248', '42251', 'Second Class', 'DB-13615', '90045', 'West'),
('CA-2015-137946', '42248', '42251', 'Second Class', 'DB-13615', '90045', 'West'),
('CA-2015-137946', '42248', '42251', 'Second Class', 'DB-13615', '90045', 'West'),
('CA-2014-129924', '41832', '41837', 'Standard Class', 'AC-10420', '94122', 'West'),
('CA-2014-129924', '41832', '41837', 'Standard Class', 'AC-10420', '94122', 'West'),
('CA-2015-128167', '42177', '42181', 'Second Class', 'KL-16645', '84041', 'West'),
('CA-2014-122336', '41742', '41746', 'Second Class', 'JD-15895', '19140', 'East'),
('CA-2014-122336', '41742', '41746', 'Second Class', 'JD-15895', '19140', 'East'),
('CA-2014-122336', '41742', '41746', 'Second Class', 'JD-15895', '19140', 'East'),
('CA-2014-122336', '41742', '41746', 'Second Class', 'JD-15895', '19140', 'East'),
('US-2015-120712', '42358', '42362', 'Standard Class', 'CS-12130', '78745', 'Central'),
('CA-2017-169901', '42901', '42905', 'Standard Class', 'CC-12550', '94122', 'West'),
('CA-2017-134306', '42924', '42928', 'Standard Class', 'TD-20995', '1852', 'East'),
('CA-2017-134306', '42924', '42928', 'Standard Class', 'TD-20995', '1852', 'East'),
('CA-2017-134306', '42924', '42928', 'Standard Class', 'TD-20995', '1852', 'East'),
('CA-2016-129714', '42614', '42616', 'First Class', 'AB-10060', '10009', 'East'),
('CA-2016-129714', '42614', '42616', 'First Class', 'AB-10060', '10009', 'East'),
('CA-2016-129714', '42614', '42616', 'First Class', 'AB-10060', '10009', 'East'),
('CA-2016-129714', '42614', '42616', 'First Class', 'AB-10060', '10009', 'East'),
('CA-2016-129714', '42614', '42616', 'First Class', 'AB-10060', '10009', 'East'),
('CA-2016-138520', '42468', '42473', 'Standard Class', 'JL-15505', '10035', 'East'),
('CA-2016-138520', '42468', '42473', 'Standard Class', 'JL-15505', '10035', 'East'),
('CA-2016-138520', '42468', '42473', 'Standard Class', 'JL-15505', '10035', 'East'),
('CA-2016-138520', '42468', '42473', 'Standard Class', 'JL-15505', '10035', 'East'),
('CA-2016-130001', '42483', '42488', 'Standard Class', 'HK-14890', '28205', 'South'),
('CA-2017-155698', '42802', '42805', 'First Class', 'VB-21745', '31907', 'South'),
('CA-2017-155698', '42802', '42805', 'First Class', 'VB-21745', '31907', 'South'),
('CA-2017-144904', '43003', '43009', 'Standard Class', 'KW-16435', '10009', 'East'),
('CA-2017-144904', '43003', '43009', 'Standard Class', 'KW-16435', '10009', 'East'),
('CA-2017-144904', '43003', '43009', 'Standard Class', 'KW-16435', '10009', 'East'),
('CA-2017-144904', '43003', '43009', 'Standard Class', 'KW-16435', '10009', 'East'),
('CA-2014-123344', '41906', '41911', 'Standard Class', 'JD-16060', '94109', 'West'),
('CA-2016-155516', '42664', '42664', 'Same Day', 'MK-17905', '6040', 'East'),
('CA-2016-155516', '42664', '42664', 'Same Day', 'MK-17905', '6040', 'East'),
('CA-2016-155516', '42664', '42664', 'Same Day', 'MK-17905', '6040', 'East'),
('CA-2016-155516', '42664', '42664', 'Same Day', 'MK-17905', '6040', 'East'),
('CA-2017-104745', '42884', '42890', 'Standard Class', 'GT-14755', '78550', 'Central'),
('CA-2017-104745', '42884', '42890', 'Standard Class', 'GT-14755', '78550', 'Central'),
('US-2014-119137', '41843', '41847', 'Standard Class', 'AG-10900', '85705', 'West'),
('US-2014-119137', '41843', '41847', 'Standard Class', 'AG-10900', '85705', 'West'),
('US-2014-119137', '41843', '41847', 'Standard Class', 'AG-10900', '85705', 'West'),
('US-2014-119137', '41843', '41847', 'Standard Class', 'AG-10900', '85705', 'West'),
('US-2016-134656', '42641', '42644', 'First Class', 'MM-18280', '62301', 'Central'),
('US-2017-134481', '42974', '42979', 'Standard Class', 'AR-10405', '2038', 'East'),
('CA-2015-130792', '42122', '42129', 'Standard Class', 'RA-19915', '77095', 'Central'),
('CA-2015-130792', '42122', '42129', 'Standard Class', 'RA-19915', '77095', 'Central'),
('CA-2015-130792', '42122', '42129', 'Standard Class', 'RA-19915', '77095', 'Central'),
('CA-2016-134775', '42671', '42672', 'First Class', 'AS-10285', '94109', 'West'),
('CA-2016-134775', '42671', '42672', 'First Class', 'AS-10285', '94109', 'West'),
('CA-2015-125395', '42181', '42184', 'Second Class', 'LA-16780', '48180', 'Central'),
('US-2015-168935', '42335', '42340', 'Standard Class', 'DO-13435', '33024', 'South'),
('US-2015-168935', '42335', '42340', 'Standard Class', 'DO-13435', '33024', 'South'),
('CA-2015-122756', '42341', '42345', 'Standard Class', 'DK-13225', '19140', 'East'),
('CA-2015-122756', '42341', '42345', 'Standard Class', 'DK-13225', '19140', 'East'),
('CA-2014-115973', '41967', '41969', 'First Class', 'NG-18430', '45231', 'East'),
('CA-2017-101798', '43080', '43084', 'Standard Class', 'MV-18190', '10009', 'East'),
('CA-2017-101798', '43080', '43084', 'Standard Class', 'MV-18190', '10009', 'East'),
('US-2014-135972', '41903', '41905', 'Second Class', 'JG-15115', '98198', 'West'),
('US-2014-135972', '41903', '41905', 'Second Class', 'JG-15115', '98198', 'West'),
('US-2014-134971', '41797', '41800', 'Second Class', 'BP-11095', '61604', 'Central'),
('CA-2017-102946', '42916', '42921', 'Standard Class', 'VP-21730', '89115', 'West'),
('CA-2017-165603', '43025', '43027', 'Second Class', 'SS-20140', '2886', 'East'),
('CA-2017-165603', '43025', '43027', 'Second Class', 'SS-20140', '2886', 'East'),
('CA-2015-122259', '42308', '42312', 'Standard Class', 'HP-14815', '49201', 'Central'),
('CA-2016-108987', '42621', '42623', 'Second Class', 'AG-10675', '77036', 'Central'),
('CA-2016-108987', '42621', '42623', 'Second Class', 'AG-10675', '77036', 'Central'),
('CA-2016-108987', '42621', '42623', 'Second Class', 'AG-10675', '77036', 'Central'),
('CA-2016-108987', '42621', '42623', 'Second Class', 'AG-10675', '77036', 'Central'),
('CA-2014-113166', '41997', '41999', 'First Class', 'LF-17185', '33180', 'South'),
('CA-2014-155208', '41745', '41749', 'Standard Class', 'SP-20650', '28403', 'South'),
('CA-2017-117933', '43093', '43098', 'Standard Class', 'RF-19840', '10024', 'East'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-117457', '43077', '43081', 'Standard Class', 'KH-16510', '94110', 'West'),
('CA-2017-142636', '43042', '43046', 'Standard Class', 'KC-16675', '98105', 'West'),
('CA-2017-142636', '43042', '43046', 'Standard Class', 'KC-16675', '98105', 'West'),
('CA-2017-122105', '42910', '42914', 'Standard Class', 'CJ-12010', '92646', 'West'),
('CA-2016-148796', '42474', '42478', 'Standard Class', 'PB-19150', '90004', 'West'),
('CA-2017-154816', '43045', '43049', 'Standard Class', 'VB-21745', '40475', 'South'),
('CA-2017-110478', '42798', '42803', 'Standard Class', 'SP-20860', '90045', 'West'),
('CA-2017-110478', '42798', '42803', 'Standard Class', 'SP-20860', '90045', 'West'),
('CA-2014-142048', '41812', '41815', 'First Class', 'JE-15745', '80027', 'West'),
('CA-2017-125388', '43027', '43031', 'Standard Class', 'MP-17965', '1841', 'East'),
('CA-2017-125388', '43027', '43031', 'Standard Class', 'MP-17965', '1841', 'East'),
('CA-2017-155705', '42968', '42970', 'Second Class', 'NF-18385', '39212', 'South'),
('CA-2017-149160', '43062', '43065', 'Second Class', 'JM-15265', '48187', 'Central'),
('CA-2017-149160', '43062', '43065', 'Second Class', 'JM-15265', '48187', 'Central'),
('CA-2014-101476', '41894', '41895', 'First Class', 'SD-20485', '10801', 'East'),
('CA-2017-152275', '43009', '43016', 'Standard Class', 'KH-16630', '78207', 'Central'),
('US-2016-123750', '42475', '42481', 'Standard Class', 'RB-19795', '28052', 'South'),
('US-2016-123750', '42475', '42481', 'Standard Class', 'RB-19795', '28052', 'South'),
('US-2016-123750', '42475', '42481', 'Standard Class', 'RB-19795', '28052', 'South'),
('US-2016-123750', '42475', '42481', 'Standard Class', 'RB-19795', '28052', 'South'),
('CA-2016-127369', '42527', '42528', 'First Class', 'DB-13060', '1852', 'East'),
('US-2014-150574', '41992', '41998', 'Standard Class', 'MK-18160', '32216', 'South'),
('US-2014-150574', '41992', '41998', 'Standard Class', 'MK-18160', '32216', 'South'),
('CA-2016-147375', '42533', '42535', 'Second Class', 'PO-19180', '60623', 'Central'),
('CA-2016-147375', '42533', '42535', 'Second Class', 'PO-19180', '60623', 'Central'),
('CA-2017-130043', '42993', '42997', 'Standard Class', 'BB-11545', '77070', 'Central'),
('CA-2017-157252', '42755', '42758', 'Second Class', 'CV-12805', '10024', 'East'),
('CA-2016-115756', '42618', '42620', 'Second Class', 'PK-19075', '48227', 'Central'),
('CA-2016-115756', '42618', '42620', 'Second Class', 'PK-19075', '48227', 'Central'),
('CA-2016-115756', '42618', '42620', 'Second Class', 'PK-19075', '48227', 'Central'),
('CA-2016-115756', '42618', '42620', 'Second Class', 'PK-19075', '48227', 'Central'),
('CA-2016-115756', '42618', '42620', 'Second Class', 'PK-19075', '48227', 'Central'),
('CA-2016-115756', '42618', '42620', 'Second Class', 'PK-19075', '48227', 'Central'),
('CA-2017-154214', '42814', '42819', 'Second Class', 'TB-21595', '47201', 'Central'),
('CA-2016-166674', '42461', '42463', 'Second Class', 'RB-19360', '13021', 'East'),
('CA-2016-166674', '42461', '42463', 'Second Class', 'RB-19360', '13021', 'East'),
('CA-2016-166674', '42461', '42463', 'Second Class', 'RB-19360', '13021', 'East'),
('CA-2016-166674', '42461', '42463', 'Second Class', 'RB-19360', '13021', 'East'),
('CA-2016-166674', '42461', '42463', 'Second Class', 'RB-19360', '13021', 'East'),
('CA-2016-166674', '42461', '42463', 'Second Class', 'RB-19360', '13021', 'East'),
('CA-2017-147277', '43028', '43032', 'Standard Class', 'EB-13705', '44312', 'East'),
('CA-2017-147277', '43028', '43032', 'Standard Class', 'EB-13705', '44312', 'East'),
('CA-2016-100153', '42717', '42721', 'Standard Class', 'KH-16630', '73071', 'Central'),
('US-2014-110674', '41682', '41688', 'Standard Class', 'SC-20095', '94521', 'West'),
('US-2016-157945', '42639', '42644', 'Standard Class', 'NF-18385', '62521', 'Central'),
('US-2016-157945', '42639', '42644', 'Standard Class', 'NF-18385', '62521', 'Central'),
('CA-2015-109638', '42353', '42360', 'Standard Class', 'JH-15985', '98115', 'West'),
('CA-2015-109638', '42353', '42360', 'Standard Class', 'JH-15985', '98115', 'West'),
('CA-2015-109638', '42353', '42360', 'Standard Class', 'JH-15985', '98115', 'West'),
('CA-2016-109869', '42482', '42489', 'Standard Class', 'TN-21040', '85023', 'West'),
('CA-2016-109869', '42482', '42489', 'Standard Class', 'TN-21040', '85023', 'West'),
('CA-2016-109869', '42482', '42489', 'Standard Class', 'TN-21040', '85023', 'West'),
('CA-2016-109869', '42482', '42489', 'Standard Class', 'TN-21040', '85023', 'West'),
('CA-2016-109869', '42482', '42489', 'Standard Class', 'TN-21040', '85023', 'West'),
('US-2015-101399', '42021', '42028', 'Standard Class', 'JS-15940', '60068', 'Central'),
('CA-2017-154907', '42825', '42829', 'Standard Class', 'DS-13180', '79109', 'Central'),
('US-2016-100419', '42720', '42724', 'Second Class', 'CC-12670', '60610', 'Central'),
('CA-2015-154144', '42358', '42362', 'Standard Class', 'MH-17785', '11757', 'East'),
('CA-2014-144666', '41952', '41954', 'Second Class', 'JP-15520', '94110', 'West'),
('CA-2014-144666', '41952', '41954', 'Second Class', 'JP-15520', '94110', 'West'),
('CA-2014-144666', '41952', '41954', 'Second Class', 'JP-15520', '94110', 'West'),
('CA-2014-144666', '41952', '41954', 'Second Class', 'JP-15520', '94110', 'West'),
('CA-2014-144666', '41952', '41954', 'Second Class', 'JP-15520', '94110', 'West'),
('CA-2014-144666', '41952', '41954', 'Second Class', 'JP-15520', '94110', 'West'),
('CA-2016-103891', '42563', '42570', 'Standard Class', 'KH-16690', '90008', 'West'),
('CA-2016-152632', '42670', '42676', 'Standard Class', 'JE-15475', '12180', 'East'),
('CA-2016-100790', '42547', '42553', 'Standard Class', 'JG-15805', '10024', 'East'),
('CA-2016-100790', '42547', '42553', 'Standard Class', 'JG-15805', '10024', 'East'),
('CA-2014-134677', '41918', '41922', 'Standard Class', 'XP-21865', '92024', 'West'),
('CA-2014-127691', '41842', '41847', 'Standard Class', 'EM-14065', '10024', 'East'),
('CA-2014-127691', '41842', '41847', 'Standard Class', 'EM-14065', '10024', 'East'),
('CA-2017-140963', '42896', '42899', 'First Class', 'MT-18070', '90045', 'West'),
('CA-2017-140963', '42896', '42899', 'First Class', 'MT-18070', '90045', 'West'),
('CA-2017-140963', '42896', '42899', 'First Class', 'MT-18070', '90045', 'West'),
('CA-2014-154627', '41941', '41943', 'First Class', 'SA-20830', '60610', 'Central'),
('CA-2014-133753', '41799', '41803', 'Second Class', 'CW-11905', '77340', 'Central'),
('CA-2014-133753', '41799', '41803', 'Second Class', 'CW-11905', '77340', 'Central'),
('CA-2014-133753', '41799', '41803', 'Second Class', 'CW-11905', '77340', 'Central'),
('CA-2014-113362', '41896', '41901', 'Standard Class', 'AJ-10960', '14609', 'East'),
('CA-2014-113362', '41896', '41901', 'Standard Class', 'AJ-10960', '14609', 'East'),
('CA-2016-169166', '42499', '42504', 'Standard Class', 'SS-20590', '98115', 'West'),
('US-2016-120929', '42447', '42450', 'Second Class', 'RO-19780', '38109', 'South'),
('CA-2015-134782', '42365', '42369', 'Standard Class', 'MD-17350', '72701', 'South'),
('CA-2016-126158', '42576', '42582', 'Standard Class', 'SC-20095', '92627', 'West'),
('CA-2016-126158', '42576', '42582', 'Standard Class', 'SC-20095', '92627', 'West'),
('CA-2016-126158', '42576', '42582', 'Standard Class', 'SC-20095', '92627', 'West'),
('CA-2016-126158', '42576', '42582', 'Standard Class', 'SC-20095', '92627', 'West'),
('US-2016-105578', '42520', '42525', 'Standard Class', 'MY-17380', '80134', 'West'),
('US-2016-105578', '42520', '42525', 'Standard Class', 'MY-17380', '80134', 'West'),
('US-2016-105578', '42520', '42525', 'Standard Class', 'MY-17380', '80134', 'West'),
('US-2016-105578', '42520', '42525', 'Standard Class', 'MY-17380', '80134', 'West'),
('US-2016-105578', '42520', '42525', 'Standard Class', 'MY-17380', '80134', 'West'),
('CA-2017-134978', '43051', '43054', 'Second Class', 'EB-13705', '10024', 'East'),
('CA-2015-145352', '42079', '42085', 'Standard Class', 'CM-12385', '30318', 'South'),
('CA-2015-145352', '42079', '42085', 'Standard Class', 'CM-12385', '30318', 'South'),
('CA-2015-145352', '42079', '42085', 'Standard Class', 'CM-12385', '30318', 'South'),
('CA-2015-145352', '42079', '42085', 'Standard Class', 'CM-12385', '30318', 'South'),
('CA-2017-135307', '43065', '43066', 'First Class', 'LS-17245', '64118', 'Central'),
('CA-2017-135307', '43065', '43066', 'First Class', 'LS-17245', '64118', 'Central'),
('CA-2016-106341', '42663', '42666', 'First Class', 'LF-17185', '43055', 'East'),
('CA-2017-163405', '43090', '43094', 'Standard Class', 'BN-11515', '90049', 'West'),
('CA-2017-163405', '43090', '43094', 'Standard Class', 'BN-11515', '90049', 'West'),
('CA-2017-127432', '42757', '42762', 'Standard Class', 'AD-10180', '59405', 'West'),
('CA-2017-127432', '42757', '42762', 'Standard Class', 'AD-10180', '59405', 'West'),
('CA-2017-127432', '42757', '42762', 'Standard Class', 'AD-10180', '59405', 'West'),
('CA-2017-127432', '42757', '42762', 'Standard Class', 'AD-10180', '59405', 'West'),
('CA-2015-157812', '42085', '42089', 'Standard Class', 'DB-13210', '77041', 'Central'),
('CA-2015-157812', '42085', '42089', 'Standard Class', 'DB-13210', '77041', 'Central'),
('CA-2015-157812', '42085', '42089', 'Standard Class', 'DB-13210', '77041', 'Central'),
('CA-2017-145142', '42758', '42760', 'First Class', 'MC-17605', '48234', 'Central'),
('US-2016-139486', '42511', '42513', 'First Class', 'LH-17155', '90032', 'West'),
